Species	ts	te	trait1	trait2	trait3	trait4	trait5	redundancy
taxon492	1.5098227	0	3	1	0	1	1	4
taxon493	8.22004728	7.23824854	3	1	0	3	4	4
taxon494	22.7135073	10.62856036	0	3	3	1	1	3
taxon495	20.51566005	19.17521009	0	3	3	1	1	3
taxon496	1.85710609	0.25125051	0	3	3	1	1	3
taxon497	0.64516299	0.35818224	0	3	3	1	1	3
taxon498	5.91446896	0	0	3	3	1	1	3
taxon499	1.93658555	0.19526916	0	3	3	1	1	3
taxon500	5.22649571	4.44935289	3	1	0	3	0	4
taxon501	15.73940405	0	0	1	2	3	2	3
taxon502	3.4226296	1.89680847	0	3	4	2	2	4
taxon503	23.60944517	16.8588238	0	3	4	2	2	4
taxon504	23.31468368	16.80328154	0	3	4	2	2	2
taxon505	22.24921547	1.65550406	0	3	4	2	2	4
taxon506	3.04482004	0.3142723	0	3	4	2	2	4
taxon507	28.55325885	17.72977548	3	1	0	3	2	4
taxon508	0.88508643	0	3	1	0	3	2	4
taxon509	8.64890638	7.57666878	0	3	1	3	2	2
taxon510	8.94991146	1.68369721	3	3	1	2	3	2
taxon511	0.70575834	0.34754665	0	0	4	3	1	2
taxon512	20.75821484	19.68689216	0	0	4	3	1	2
taxon513	3.02602316	0	0	0	4	3	1	2
taxon514	1.87079297	0	0	0	4	4	0	1
taxon515	21.48038675	20.284391	0	0	4	3	1	2
taxon516	3.73769956	2.00543484	0	0	4	3	1	2
taxon517	1.3266569	0.9046583	0	0	4	3	0	0
taxon518	3.00760894	2.3993746	2	1	0	0	1	4
taxon519	2.85839297	2.33233228	2	1	0	0	2	4
taxon520	3.32708015	2.6170655	2	1	0	0	1	4
taxon521	2.84463661	2.1266039	2	1	0	0	3	4
taxon522	1.65240851	0	3	1	0	1	1	4
taxon523	22.95874216	16.90455459	3	1	0	1	2	4
taxon524	9.73672041	1.94362109	3	1	0	1	2	4
taxon525	1.58553208	1.12468827	3	1	0	1	2	4
taxon526	3.4468808	1.86719376	2	1	0	0	2	4
taxon527	16.07473629	2.01552963	0	1	1	4	2	4
taxon528	10.39022446	1.65439185	0	1	1	5	4	4
taxon529	3.67475298	2.01521713	0	1	1	4	2	3
taxon530	11.00197222	5.93962966	0	1	1	4	2	4
taxon531	34.40927833	1.85300203	0	1	1	4	2	4
taxon532	3.81941235	0.08854472	0	1	1	4	3	3
taxon533	3.06619242	0.81434261	3	1	0	2	1	4
taxon534	5.62875148	0.57933235	3	1	0	3	2	4
taxon535	11.82260738	6.33850824	3	1	0	3	2	4
taxon536	22.01639755	1.86740671	3	1	0	3	2	4
taxon537	3.138184	2.55041454	3	1	0	3	2	4
taxon538	7.70625262	6.36088816	3	1	0	3	2	4
taxon539	3.23714987	2.58656175	3	1	0	3	2	4
taxon540	3.87293846	0	3	1	0	4	2	4
taxon541	22.52999316	0	3	1	0	3	2	4
taxon542	16.50197024	0.22846832	3	1	0	3	2	4
taxon543	10.58045167	1.96220264	3	1	0	3	2	4
taxon544	3.09325175	2.39055906	3	1	0	2	1	4
taxon545	3.6950568	1.84913902	3	1	0	2	3	4
taxon546	15.59432236	3.4618543	3	1	0	4	2	4
taxon547	23.85129183	16.74275782	3	1	0	4	2	4
taxon548	3.03818963	2.54024641	3	1	0	4	2	4
taxon549	3.98156271	0	3	1	0	4	2	4
taxon550	0.80396304	0	3	1	0	4	3	4
taxon551	11.21565789	0	3	1	0	4	2	4
taxon552	3.13001365	2.47948195	3	1	0	4	2	4
taxon553	3.33528309	0	3	1	0	4	3	4
taxon554	24.25354886	0	3	1	0	4	2	4
taxon555	23.26001769	1.79674391	3	1	0	4	2	4
taxon556	5.0488276	0.91191697	3	1	0	4	2	4
taxon557	3.28214358	0.75025358	3	1	0	3	0	4
taxon558	2.71042542	2.16608825	3	1	0	4	3	4
taxon559	2.98651951	2.36961905	3	1	0	3	1	4
taxon560	3.02608708	2.42997434	3	1	0	3	2	4
taxon561	16.8302609	10.41339158	3	1	0	4	2	4
taxon562	21.26029935	20.15447217	3	1	0	5	2	4
taxon563	3.1684136	2.49784573	3	1	0	5	2	4
taxon564	1.50331714	0.97525483	3	1	0	5	2	4
taxon565	22.40394368	18.04918092	3	1	0	5	2	4
taxon566	1.77571168	1.22982429	3	1	0	5	2	4
taxon567	3.17812409	2.48497114	3	1	0	5	2	4
taxon568	0.55251421	0.30699047	3	1	0	5	2	4
taxon569	1.51781196	0	3	1	0	5	2	4
taxon570	3.0517892	2.39634498	3	1	0	5	2	4
taxon571	3.02883009	2.4193387	3	1	0	5	2	4
taxon572	3.20521919	2.43582205	3	1	0	5	2	4
taxon573	3.52001315	0.02622092	3	1	0	4	2	4
taxon574	3.00565296	2.51491494	3	1	0	5	2	4
taxon575	16.64227137	10.86303747	3	1	0	4	2	4
taxon576	3.03452801	2.44007672	3	1	0	5	2	4
taxon577	1.70560235	1.37856878	3	1	0	5	2	4
taxon578	3.74664508	0.93824919	3	1	0	5	2	4
taxon579	1.61542367	1.06979375	3	1	0	5	2	4
taxon580	3.35176561	0.98589541	3	1	0	5	2	4
taxon581	20.97938196	19.53171099	3	1	0	5	2	4
taxon582	3.2711662	2.47062869	3	1	0	5	2	4
taxon583	3.09747921	2.52065469	3	1	0	5	2	4
taxon584	2.98895818	2.38194155	3	1	0	5	2	4
taxon585	1.6827814	1.11758389	3	1	0	5	2	4
taxon586	21.94005943	21.11008975	3	1	0	5	2	4
taxon587	3.20979983	2.48700854	3	1	0	5	2	4
taxon588	1.59556697	1.09757921	3	1	0	5	2	4
taxon589	2.81210624	2.12704882	3	1	0	5	2	4
taxon590	3.32628901	2.47044417	3	1	0	5	2	4
taxon591	0.74162315	0.3890191	3	1	0	5	2	4
taxon592	2.99274855	2.38931249	3	1	0	5	2	4
taxon593	3.01125946	2.38237063	3	1	0	5	2	4
taxon594	1.49471661	1.15979019	3	1	0	5	2	4
taxon595	3.6834809	1.78357743	3	1	0	5	2	4
taxon596	3.21944562	2.51268228	3	1	0	5	2	4
taxon597	5.07083973	2.1091788	3	1	0	5	2	4
taxon598	3.19514644	2.65005962	3	1	0	5	2	4
taxon599	16.47270709	11.50927371	3	1	0	5	2	4
taxon600	3.48040813	0.84851442	3	1	0	5	2	4
taxon601	1.43097849	1.05678066	3	1	0	5	2	4
taxon602	2.73787841	2.19239166	3	1	0	5	2	4
taxon603	1.99940976	0.76820539	3	1	0	5	2	4
taxon604	1.58231004	0.99882483	3	1	0	5	2	4
taxon605	3.64281142	0	3	1	0	5	2	4
taxon606	2.92976337	0.71960815	3	1	0	5	2	4
taxon607	23.20513485	10.37652111	3	1	0	4	2	4
taxon608	3.1537918	2.47652787	3	1	0	5	2	4
taxon609	0.5024388	0.24965988	3	1	0	5	2	4
taxon610	3.71320035	1.97611222	3	1	0	5	2	4
taxon611	3.12744106	2.44345461	3	1	0	5	2	4
taxon612	23.59797242	16.23029674	3	1	0	5	2	4
taxon613	0.88900137	0	3	1	0	5	2	4
taxon614	1.59919038	1.19957525	3	1	0	5	2	4
taxon615	3.22503235	2.54802901	3	1	0	5	2	4
taxon616	0.75875847	0.38309478	3	1	0	5	2	4
taxon617	3.14967088	2.41971396	3	1	0	5	2	4
taxon618	3.13504253	2.56546102	3	1	0	5	2	4
taxon619	1.47830603	1.03266815	3	1	0	5	2	4
taxon620	2.85626925	2.27493637	3	1	0	5	2	4
taxon621	3.1778295	2.60970771	3	1	0	5	2	4
taxon622	0.95819067	0	3	1	0	5	2	4
taxon623	3.78896744	2.17700363	3	1	0	5	2	4
taxon624	3.17151789	2.48214151	3	1	0	5	2	4
taxon625	1.6038387	1.11329165	3	1	0	5	2	4
taxon626	3.22191429	0	3	1	0	5	2	4
taxon627	16.24561785	11.17732515	0	3	1	3	1	3
taxon628	14.7443655	13.7053267	0	3	1	4	2	3
taxon629	3.50482941	1.98144144	2	1	0	0	1	4
taxon630	23.9835572	2.15144903	2	1	0	0	1	4
taxon631	2.04457917	0	2	1	0	0	1	4
taxon632	0.65340625	0	2	1	0	0	1	4
taxon633	3.45055309	0	2	1	0	1	1	3
taxon634	2.12116888	0.28598872	2	1	0	0	1	4
taxon635	3.74770362	0	2	1	0	0	2	4
taxon636	1.44418504	1.05527465	2	1	0	0	1	4
taxon637	3.32428599	0	2	1	0	1	1	3
taxon638	0.630039	0	2	1	0	0	1	4
taxon639	0.8464289	0	2	1	0	0	1	4
taxon640	4.68633099	1.87047015	2	1	0	0	1	4
taxon641	3.65586362	1.91246325	2	1	0	0	1	4
taxon642	23.11526097	10.23966267	2	1	0	0	1	4
taxon643	0.79450286	0	2	1	0	0	2	4
taxon644	9.97781284	0	2	1	0	0	1	4
taxon645	0.56364281	0	2	1	0	0	1	4
taxon646	2.10688509	0	2	1	0	0	2	4
taxon647	3.68056349	1.85771612	2	1	0	0	1	4
taxon648	3.53371013	2.28279254	3	1	0	2	2	4
taxon649	21.23661486	20.04330031	3	1	0	2	3	4
taxon650	3.16288357	2.46004797	3	1	0	2	3	4
taxon651	5.14523638	1.93597587	3	1	0	2	3	4
taxon652	4.55757933	4.06303144	3	1	0	2	3	4
taxon653	22.63921102	17.14718913	2	1	0	2	3	2
taxon654	5.06826787	1.94526026	3	1	0	2	3	4
taxon655	1.64207707	1.13544831	3	1	0	2	3	4
taxon656	0.63247968	0	3	1	0	3	2	4
taxon657	23.19324446	16.57205049	2	1	0	2	3	2
taxon658	16.46613698	11.12003486	3	1	0	3	3	4
taxon659	11.62595933	3.62713669	3	1	0	2	3	4
taxon660	22.91444849	16.4533677	2	1	0	2	3	2
taxon661	1.61258663	1.17505785	3	1	0	2	3	4
taxon662	1.96181024	0.75954171	3	1	0	2	3	4
taxon663	2.90448209	2.34565657	3	1	0	2	3	4
taxon664	6.2899038	1.9442269	3	1	0	2	3	4
taxon665	0.66597738	0.36140579	3	1	0	2	3	4
taxon666	10.64466283	5.62078121	3	1	0	3	3	4
taxon667	20.71080697	19.39635956	2	1	0	2	3	2
taxon668	13.94162316	12.73194646	3	1	0	2	3	4
taxon669	1.5497733	1.1301841	3	1	0	2	3	4
taxon670	3.60651857	1.98958643	3	1	0	2	3	4
taxon671	1.87129011	1.39713655	3	1	0	2	3	4
taxon672	3.86572182	1.98363308	3	1	0	2	3	4
taxon673	5.31512979	1.94971119	3	1	0	2	3	4
taxon674	15.02613922	11.00126028	3	1	0	2	3	4
taxon675	3.91113059	1.96207711	3	1	0	2	3	4
taxon676	1.58005379	0	3	1	0	2	3	4
taxon677	15.96010334	10.79906092	3	1	0	2	3	4
taxon678	1.70457561	0.28308893	3	1	0	2	3	4
taxon679	1.61078511	0.98150009	3	1	0	2	3	4
taxon680	0.63875631	0	3	1	0	3	2	4
taxon681	26.32246613	25.60233017	3	1	0	2	3	4
taxon682	22.16004588	11.09433443	3	1	0	2	3	4
taxon683	9.22375906	8.23442576	3	1	0	2	3	4
taxon684	2.0606753	0.85368556	3	1	0	2	3	4
taxon685	0.63194562	0	3	1	0	2	3	4
taxon686	4.63797513	4.01586969	3	1	0	2	3	4
taxon687	1.90730831	0.79152817	0	1	4	3	0	4
taxon688	2.89613622	2.27118835	0	1	4	4	1	3
taxon689	8.71895554	3.46096108	0	1	4	5	1	3
taxon690	3.14544236	2.56657986	0	3	1	4	2	3
taxon691	3.30665865	2.34411676	0	3	1	4	3	4
taxon692	15.87469795	11.13639644	4	3	1	2	2	3
taxon693	2.88468859	2.23006874	4	3	1	2	2	3
taxon694	5.06914791	0	4	3	1	2	3	1
taxon695	3.7127189	1.88008055	4	3	1	2	2	3
taxon696	23.84856835	16.34009321	3	1	0	4	2	4
taxon697	23.76793346	16.5098462	3	1	0	4	2	3
taxon698	1.77404229	0.05098409	0	2	2	4	3	3
taxon699	1.02358599	0.19834715	0	2	2	4	2	2
taxon700	1.90104645	0.67694494	0	2	2	4	1	2
taxon701	3.18704693	2.52464225	0	2	2	4	1	3
taxon702	3.7297628	1.89661326	0	2	2	4	2	3
taxon703	3.02324419	0.62016572	0	2	2	4	1	2
taxon704	14.79012881	1.69503436	3	1	0	4	2	4
taxon705	14.99881908	5.10536949	3	1	0	4	2	4
taxon706	8.63592073	7.39589252	3	1	0	4	1	4
taxon707	2.96758236	2.37321855	3	1	0	4	4	4
taxon708	4.66365916	2.21823109	3	1	0	4	2	4
taxon709	3.83259593	1.87514882	3	1	0	4	3	4
taxon710	2.7959648	2.19804023	3	1	0	3	2	4
taxon711	1.87136915	0.79577823	3	1	0	3	2	4
taxon712	2.89547794	2.19707933	3	1	0	3	2	4
taxon713	3.92402909	0	3	1	0	3	2	4
taxon714	22.90921526	10.67584653	3	1	0	3	2	4
taxon715	3.41039755	2.5533806	3	1	0	3	2	4
taxon716	3.6026767	2.13305794	3	1	0	1	1	4
taxon717	3.59994695	1.99301251	3	1	0	2	2	4
taxon718	3.41581715	2.58896849	3	1	0	0	5	4
taxon719	3.42031494	1.93941837	3	1	0	2	2	4
taxon720	3.56681283	1.93678696	3	1	0	2	4	3
taxon721	26.58148294	0	0	1	2	2	3	0
taxon722	19.97607043	18.36762168	2	1	0	5	1	4
taxon723	10.90003608	5.28064114	3	1	0	3	3	4
taxon724	22.89433296	15.40089953	3	1	0	3	3	4
taxon725	1.41794352	1.02107886	3	1	0	3	3	4
taxon726	23.28167755	17.44786859	3	1	0	3	3	4
taxon727	8.26139698	7.0889836	3	1	0	3	3	4
taxon728	15.31707334	1.62558902	3	1	0	3	3	4
taxon729	16.29284536	6.54823977	3	1	0	3	3	4
taxon730	3.36819163	2.71069236	3	1	0	3	3	4
taxon731	1.40025198	1.01243567	3	1	0	3	3	4
taxon732	3.21731698	2.5624947	3	1	0	3	3	4
taxon733	3.50464774	2.43379247	3	1	0	3	3	4
taxon734	1.5407921	1.01743265	3	1	0	3	3	4
taxon735	1.89971853	0.23792363	3	1	0	3	3	4
taxon736	16.27579681	10.95113549	3	1	0	3	3	4
taxon737	23.50343534	11.95923373	3	1	0	3	3	4
taxon738	14.85792929	13.41508435	3	1	0	3	3	4
taxon739	9.12106994	8.01464389	3	1	0	3	3	4
taxon740	14.53735403	13.21319882	3	1	0	3	3	4
taxon741	2.91259462	2.34961309	3	1	0	3	3	4
taxon742	11.38651266	4.1510951	3	1	0	3	3	4
taxon743	11.3204003	3.62016168	3	1	0	3	3	4
taxon744	8.93353818	7.93738493	3	1	0	3	3	4
taxon745	22.41462901	17.18452836	3	1	0	3	3	4
taxon746	3.84902597	1.81560625	3	1	0	3	3	4
taxon747	11.50299334	5.44251297	3	1	0	3	3	4
taxon748	19.47078415	18.44226693	3	1	0	3	3	4
taxon749	11.83700547	2.30291214	3	1	0	3	3	4
taxon750	20.33296777	19.15604008	3	1	0	3	3	4
taxon751	11.37452367	5.03336818	3	1	0	3	3	4
taxon752	11.14562506	5.54390352	3	1	0	2	3	4
taxon753	23.26969214	17.96380161	3	1	0	3	3	4
taxon754	23.21982884	17.69101071	3	1	0	3	3	4
taxon755	15.78213313	1.65789374	3	1	0	3	3	4
taxon756	10.97706963	3.46993459	3	1	0	3	3	4
taxon757	16.4734846	11.07886593	3	1	0	3	3	4
taxon758	3.37004323	0	3	1	0	4	2	4
taxon759	3.26287122	1.02676231	3	1	0	4	3	4
taxon760	23.12271949	3.75587468	3	1	0	3	3	4
taxon761	10.90535188	6.20106534	3	1	0	3	3	4
taxon762	21.9816768	11.40677675	3	1	0	3	3	4
taxon763	3.02300017	2.3325158	3	1	0	3	3	4
taxon764	16.63857415	11.40734718	3	1	0	3	3	4
taxon765	3.67034068	1.85488699	3	1	0	3	3	4
taxon766	11.56853228	3.54771415	3	1	0	3	3	4
taxon767	4.85466393	4.18364626	3	1	0	3	3	4
taxon768	16.66140004	10.8713698	3	1	0	3	3	4
taxon769	16.32945353	11.51827563	3	1	0	4	4	4
taxon770	2.91451395	2.31027797	3	1	0	3	2	4
taxon771	3.12126806	2.53282127	3	1	0	3	2	4
taxon772	4.97606942	4.21931547	3	1	0	3	2	4
taxon773	19.83809128	18.36016538	0	1	2	3	5	2
taxon774	3.40128027	2.46913699	0	1	2	3	5	2
taxon775	10.19770873	8.48748888	0	1	2	3	5	2
taxon776	3.09279798	2.32811798	0	1	2	3	5	2
taxon777	14.1943664	2.30714193	4	4	1	0	1	0
taxon778	19.50293635	18.36437352	4	4	1	1	1	2
taxon779	5.37831979	0	4	4	1	1	1	2
taxon780	8.32517493	0.04567853	4	3	1	1	1	0
taxon781	22.93117423	17.87638658	4	4	1	1	1	2
taxon782	24.06642325	12.12263339	4	4	1	1	1	2
taxon783	9.93747913	1.57839477	4	4	1	1	1	2
taxon784	1.89711955	0.09244245	4	4	1	1	1	2
taxon785	8.9205984	0	3	3	1	2	3	2
taxon786	1.60920873	0	3	3	1	1	3	0
taxon787	3.67166063	1.91424624	3	3	1	2	3	2
taxon788	10.98121171	3.72200304	3	3	1	2	3	2
taxon789	1.54450497	1.04997509	3	3	1	2	3	2
taxon790	1.68904026	1.18395367	3	3	1	2	3	2
taxon791	3.76360453	0	3	3	1	2	3	2
taxon792	3.05505568	2.42120318	3	3	1	2	3	2
taxon793	9.64905743	8.41764638	0	3	1	3	3	3
taxon794	3.560379	1.84202836	0	3	1	3	3	3
taxon795	32.11581513	24.41978758	0	3	1	3	3	3
taxon796	23.80645254	16.24733814	0	3	4	3	1	3
taxon797	8.77372752	0.12194092	0	3	4	3	1	3
taxon798	1.59212265	1.02046578	0	3	4	3	1	3
taxon799	3.6510098	1.92655391	0	3	4	3	1	3
taxon800	21.3737776	10.59632479	0	3	4	3	1	3
taxon801	1.83766182	0	0	3	4	3	1	3
taxon802	6.0521473	0	0	3	4	3	1	3
taxon803	4.88603796	3.98532259	0	3	4	3	1	3
taxon804	28.3892078	18.18690187	0	3	4	3	1	3
taxon805	3.28418197	1.82780696	0	3	4	3	1	3
taxon806	2.8327318	2.23587222	0	3	1	3	2	4
taxon807	14.99349249	13.99926968	0	3	1	3	3	4
taxon808	3.93420291	0	3	1	0	0	1	3
taxon809	5.45900646	3.37360541	0	1	4	4	2	4
taxon810	1.91375523	0	0	1	4	4	2	4
taxon811	10.63292898	5.88042945	0	1	4	4	2	4
taxon812	0.92639718	0.13957727	0	1	4	3	2	3
taxon813	21.77167343	0	0	1	4	4	1	3
taxon814	3.19975534	2.50083487	3	1	0	3	1	4
taxon815	20.67078997	12.04994522	3	1	0	3	1	4
taxon816	9.84996259	1.85372807	3	1	0	3	1	4
taxon817	12.03645258	3.55148591	3	1	0	3	1	4
taxon818	9.51647573	8.03070802	3	1	0	3	1	4
taxon819	11.43053993	5.20349092	3	1	0	3	1	4
taxon820	23.69553729	3.61901746	0	1	4	5	2	3
taxon821	3.14600138	2.48509513	0	1	1	5	1	4
taxon822	5.30329089	0.27359006	0	1	1	5	4	4
taxon823	0.67583392	0.34661071	0	1	1	5	4	2
taxon824	1.67431433	1.24887156	0	1	1	5	4	4
taxon825	1.85075061	0.80860099	0	1	1	5	4	2
taxon826	8.80970144	7.49939023	0	1	1	5	2	2
taxon827	2.9810498	2.25142339	0	1	1	5	4	4
taxon828	2.69848046	2.04507745	0	1	1	5	4	2
taxon829	4.78588338	4.0442462	0	1	1	5	4	4
taxon830	20.21585253	18.83506979	0	3	4	2	2	4
taxon831	15.75157567	11.45097642	0	3	4	2	2	4
taxon832	9.68657301	0	0	3	4	2	3	2
taxon833	9.15056962	0	0	3	4	2	2	4
taxon834	3.85110373	2.0712367	0	3	4	2	2	4
taxon835	9.56239486	8.37076176	0	3	4	2	2	4
taxon836	4.79059104	0	0	3	4	2	3	2
taxon837	5.35338599	3.59341737	0	3	4	2	2	4
taxon838	22.65241463	3.31073429	0	3	4	2	2	4
taxon839	24.14358409	10.86286702	0	3	4	2	2	4
taxon840	21.03208627	19.94003388	0	3	4	2	2	4
taxon841	16.91394397	10.41563656	0	3	4	1	2	2
taxon842	14.88467101	0.98691378	0	3	4	2	2	4
taxon843	27.70007444	24.61021305	0	3	4	2	2	4
taxon844	3.73551705	1.76243947	0	3	4	2	2	4
taxon845	1.85977231	0.20762904	0	3	4	2	2	4
taxon846	10.79844287	1.65486862	0	3	4	2	2	4
taxon847	2.82671248	2.13757146	0	3	4	2	2	4
taxon848	14.23712481	2.07251949	0	3	4	2	2	4
taxon849	2.96019066	2.31120515	0	3	4	2	2	4
taxon850	16.66218268	11.06291848	0	3	4	1	2	2
taxon851	20.13984412	4.78911468	0	3	4	2	2	4
taxon852	23.10016805	1.60590982	0	3	4	2	2	4
taxon853	23.25105342	16.48805149	0	3	4	2	2	4
taxon854	23.28587437	16.25910089	0	3	4	2	2	4
taxon855	23.22298221	11.04518344	0	3	4	1	2	2
taxon856	21.94076291	1.77402631	0	3	4	2	2	4
taxon857	16.14031804	3.07554114	0	3	4	2	2	4
taxon858	20.33589329	19.12393488	0	3	4	2	2	4
taxon859	23.98390564	11.31992369	0	3	4	2	2	4
taxon860	9.24216561	1.58339274	3	1	0	5	1	4
taxon861	3.72540464	1.67891127	3	1	0	5	1	4
taxon862	21.14895056	19.94136534	3	1	0	5	1	4
taxon863	5.5304811	0	3	1	0	5	1	4
taxon864	3.82934226	1.89969111	3	1	0	5	1	4
taxon865	0.59047858	0.27835203	3	1	0	5	1	4
taxon866	3.55111685	1.83231934	3	1	0	5	1	4
taxon867	5.05302966	0	3	1	0	5	1	4
taxon868	0.65117355	0.24032487	3	1	0	5	1	4
taxon869	8.54106581	7.20345058	3	1	0	5	1	4
taxon870	33.135112	2.48125068	3	1	0	5	1	4
taxon871	3.42531728	0	3	1	0	5	1	4
taxon872	1.87979362	0	4	3	1	1	4	2
taxon873	23.34263385	0.34735947	4	3	1	1	4	2
taxon874	2.99923885	0	2	1	0	3	0	3
taxon875	23.73149433	16.42258049	0	3	1	3	1	3
taxon876	23.4206864	15.98999898	0	3	1	3	1	4
taxon877	23.15289224	10.51548147	0	3	1	3	1	4
taxon878	16.79401054	10.98722751	0	3	1	4	3	4
taxon879	3.14697442	2.52968504	2	1	0	3	0	3
taxon880	1.5706151	0	2	1	0	3	2	3
taxon881	3.1367442	2.38120348	2	1	0	3	0	3
taxon882	0.55186839	0.29534744	2	1	0	3	0	3
taxon883	1.54969641	0.98554237	2	1	0	3	0	3
taxon884	3.25854643	2.5194205	2	1	0	3	0	3
taxon885	0.93873529	0	2	1	0	3	0	3
taxon886	1.60380279	0.9337601	2	1	0	3	0	3
taxon887	1.61869412	1.16780807	2	1	0	3	0	3
taxon888	2.12987093	0	2	1	0	3	1	3
taxon889	3.25640157	0.21835959	3	1	0	4	2	4
taxon890	3.23474903	2.41390201	2	1	0	4	1	4
taxon891	1.82694628	0	3	1	0	0	1	3
taxon892	3.12782217	2.40660301	3	1	0	0	1	3
taxon893	3.10096575	2.3977178	3	1	0	0	1	3
taxon894	1.39256159	0.95406795	3	1	0	0	1	3
taxon895	3.86160495	1.74736906	3	1	0	0	1	3
taxon896	4.30310795	0	3	1	0	0	1	3
taxon897	22.84686785	17.78213672	3	1	0	0	1	3
taxon898	4.71247771	0	3	1	0	0	1	3
taxon899	4.71083124	3.90912191	3	1	0	0	1	3
taxon900	4.99014873	4.34333623	3	1	0	0	1	3
taxon901	3.18856139	0	3	1	0	0	1	3
taxon902	10.92762301	2.29957574	2	1	0	3	1	3
taxon903	3.61290518	0	2	1	0	4	1	4
taxon904	7.306853	0.87799585	2	1	0	3	1	3
taxon905	1.81067318	0	2	1	0	4	1	4
taxon906	5.19007699	3.59757605	2	1	0	3	1	3
taxon907	3.24432948	2.60167331	2	1	0	3	1	3
taxon908	4.36773937	0	2	1	0	3	1	3
taxon909	3.22636859	0	2	1	0	3	1	3
taxon910	1.34567059	0.98501836	2	1	0	3	1	3
taxon911	11.43468767	2.49639481	2	1	0	3	1	3
taxon912	1.83630342	0	2	1	0	3	1	3
taxon913	4.89827642	4.15519863	2	1	0	3	1	3
taxon914	9.40839484	3.06397675	2	1	0	3	1	3
taxon915	9.39975296	3.28637092	2	1	0	3	1	3
taxon916	11.07494888	4.04737118	2	1	0	3	1	3
taxon917	1.61602613	0	3	1	0	2	1	4
taxon918	11.04379147	5.77359199	0	1	1	5	4	4
taxon919	10.60970814	2.91584318	0	1	1	4	2	4
taxon920	9.44635257	8.22585414	0	1	1	2	3	4
taxon921	22.79937025	5.02365732	0	1	4	4	2	4
taxon922	9.31199522	8.18586085	0	1	4	4	2	4
taxon923	2.00781839	0.28338418	0	1	4	4	2	4
taxon924	7.97528353	0	0	1	4	3	3	2
taxon925	2.21740492	0	0	1	4	4	1	3
taxon926	3.23420323	0.22113332	0	1	4	4	2	4
taxon927	3.07502398	2.20866989	0	1	4	4	2	4
taxon928	14.65400864	1.94597606	0	1	4	3	2	3
taxon929	10.27756279	0	0	1	4	4	3	2
taxon930	9.23579999	8.07969345	0	1	4	4	2	4
taxon931	0.77703005	0	0	1	4	4	2	4
taxon932	9.41447817	1.92418836	0	1	4	4	2	4
taxon933	3.73790695	0	0	1	4	4	1	3
taxon934	3.02824802	2.36000206	0	1	4	4	2	4
taxon935	23.03750351	15.87544547	0	1	4	4	2	4
taxon936	3.56315073	0.95489611	0	1	4	4	2	4
taxon937	3.20115549	0.22996953	0	1	4	4	2	4
taxon938	21.2209681	1.56884649	3	1	0	5	2	4
taxon939	11.25956428	0	3	1	0	5	1	4
taxon940	3.86276956	0	2	1	2	3	3	2
taxon941	0.61079044	0.29338519	0	1	2	3	2	3
taxon942	3.69026694	2.06778158	2	1	2	3	2	3
taxon943	23.94025604	0	2	1	2	3	2	3
taxon944	3.6917956	1.95401027	3	1	0	1	5	4
taxon945	3.43109793	2.57619011	3	1	0	1	3	4
taxon946	2.72777842	2.14329203	0	3	1	2	2	4
taxon947	2.92557522	2.4137341	0	3	1	4	1	4
taxon948	5.37214225	1.74967429	0	1	1	5	4	4
taxon949	3.67075579	1.9885864	0	1	1	5	4	4
taxon950	8.44223282	7.02081018	0	1	1	5	2	4
taxon951	4.47248619	3.82140689	0	1	1	5	4	4
taxon952	23.3255354	16.04090346	0	1	1	5	4	4
taxon953	3.70677403	1.79503879	0	1	1	5	2	4
taxon954	13.91988277	12.78991898	3	1	0	5	1	4
taxon955	1.4808887	0.99644495	3	1	0	5	1	4
taxon956	0.66118415	0.09182776	3	1	0	5	1	4
taxon957	23.80230894	16.68267328	3	1	0	5	1	4
taxon958	23.37817079	16.24314064	3	1	0	5	1	4
taxon959	11.07346681	5.87965567	3	1	0	5	1	4
taxon960	3.71957756	0.69905792	3	1	0	5	1	4
taxon961	23.72719872	16.16794416	3	1	0	5	1	4
taxon962	0.80098469	0.33239965	3	1	0	5	1	4
taxon963	3.40725787	2.66582729	3	1	0	5	1	4
taxon964	15.2977649	14.10646417	3	1	0	5	1	4
taxon965	22.53280858	16.5964859	3	1	0	5	1	4
taxon966	2.66699892	2.16502595	3	1	0	5	1	4
taxon967	33.95590355	6.52292157	3	1	0	5	1	4
taxon968	3.64168583	1.98163403	3	1	0	5	1	4
taxon969	1.64807579	1.17819927	3	1	0	4	1	4
taxon970	1.65042205	1.08269291	3	1	0	5	1	4
taxon971	3.65598351	1.99392904	3	1	0	5	1	4
taxon972	3.30938762	2.48850123	3	1	0	5	1	4
taxon973	1.49441765	1.12860483	3	1	0	5	1	4
taxon974	10.49601061	5.63156832	3	1	0	5	1	4
taxon975	3.5951169	2.01150361	3	1	0	5	1	4
taxon976	9.44934408	8.11935147	0	3	1	3	1	4
taxon977	15.20449224	0	0	3	1	3	1	4
taxon978	23.52179538	11.33627914	0	3	1	3	1	4
taxon979	3.69537378	2.09281405	0	3	1	3	1	4
taxon980	3.03636194	2.43391164	0	3	1	3	1	4
taxon981	3.74819708	0.79611533	0	3	1	3	1	4
taxon982	3.36445676	0	0	3	1	3	1	4
taxon983	3.61214282	1.78899621	0	3	1	3	1	4
